county,prev_year_access_to_exercise_opportunities,prev_year_adult_obesity,prev_year_adult_smoking,prev_year_air_pollution_particulate_matter,prev_year_alcohol_impaired_driving_deaths,prev_year_children_in_poverty,prev_year_children_in_single_parent_households,prev_year_dentists,prev_year_diabetes_monitoring,prev_year_drinking_water_violations,prev_year_driving_alone_to_work,prev_year_excessive_drinking,prev_year_flu_vaccinations,prev_year_food_environment_index,prev_year_high_school_completion,prev_year_income_inequality,prev_year_injury_deaths,prev_year_long_commute_driving_alone,prev_year_low_birthweight,prev_year_mammography_screening,prev_year_mental_health_providers,prev_year_physical_inactivity,prev_year_poor_mental_health_days,prev_year_poor_or_fair_health,prev_year_poor_physical_health_days,prev_year_premature_death,prev_year_preventable_hospital_stays,prev_year_primary_care_physicians,prev_year_severe_housing_problems,prev_year_sexually_transmitted_infections,prev_year_social_associations,prev_year_some_college,prev_year_teen_births,prev_year_unemployment,prev_year_uninsured,prev_year_violent_crime,prev_yr_rent_50_0,prev_yr_rent_50_1,prev_yr_rent_50_2,prev_yr_rent_50_3,prev_yr_rent_50_4,coastline_flag,Top_Marginal_Personal_Income_Tax_Rate,Top_Marginal_Corporate_Income_Tax_Rate,"Personal_Income_Tax_Progressivity_(change in tax liability per $1,000 of income)","Property_Tax_Burden_(per $1,000 of personal income)","Sales_Tax_Burden(per $1,000 of personal income)","Remaining_Tax_Burden(per $1,000 of personal income)",Estate_Inheritance_Tax_Levied_Flag,Recently_Legislated_Tax_Changes,Debt_Service_as_a_Share_of_Tax_Revenue,"Public_Employees_Per_10,000_of_Population_(full-time equivalent)","State_Liability_System_Survey_(tort litigation treatment, judicial impartiality, etc.)",State_Minimum_Wage_(federal floor is $7.25),Average Workers_Compensation_Costs_(per $100 of payroll),Right-to-Work_State_Flag_(option to join or support a union),Tax_Expenditure_Limits,deaths_number,death_pct_diff,GPT_Autoencoder_dim0,GPT_Autoencoder_dim1,GPT_Autoencoder_dim2,GPT_Autoencoder_dim3,GPT_Autoencoder_dim4,GPT_Autoencoder_dim5,GPT_Autoencoder_dim6,GPT_Autoencoder_dim7,GPT_Autoencoder_dim8,GPT_Autoencoder_dim9,GPT_PCA_dim0,GPT_PCA_dim1,GPT_PCA_dim2,GPT_PCA_dim3,GPT_PCA_dim4,GPT_PCA_dim5,GPT_PCA_dim6,GPT_PCA_dim7,GPT_PCA_dim8,GPT_PCA_dim9,GPT_OH_Connected_Economy,GPT_OH_Government_Support,GPT_OH_Large_Customer_Base,GPT_OH_Low_Cost_of_Living,GPT_OH_Natural_Resources,GPT_OH_Supportive_Community,GPT_OH_Limited_Financing,GPT_OH_Limited_Tech_n_Infra,GPT_OH_Low_Pop_Bad_Weather,GPT_OH_Tough_Labor_Market,GPT_OH_Unfavorable_Location,GPT_OH_Various_Downsides,National_PI,pop_2010,pop_2015,pop_2020,pop_5yr_pct_chg,pop_10yr_pct_chg,PrevYr_RGDP,Prev_Yr_Agri_Pct_GDP,Prev_Yr_Mine_Pct_GDP,Prev_Yr_Retl_Pct_GDP,Prev_Yr_Manu_Pct_GDP,Prev_Yr_Info_Pct_GDP,Prev_Yr_FinS_Pct_GDP,Prev_Yr_EduS_Pct_GDP,Prev_Yr_EntS_Pct_GDP,Prev_Yr_Gvmt_Pct_GDP,Prev_Yr_GoMn_Pct_GDP,Prev_Yr_GoTr_Pct_GDP,Prev_Yr_GoMf_Pct_GDP,two_yrs_prior_pct_bb,two_yrs_prior_pct_college,two_yrs_prior_pct_foreign_born,two_yrs_prior_pct_it_workers,two_yrs_prior_median_hh_inc,microbusiness_density
18121.0,0.3399999999999999,0.35,0.2599999999999999,8.700000000000001,0.21,0.22,0.27,5650.0,0.8499999999999998,1.0,0.7999999999999999,0.1699999999999999,0.5,7.5,0.86,4.0,59.0,0.4500000000000001,0.06,0.35,1690.0,0.35,5.1000000000000005,0.21,4.5,7000.0,4726.0,4230.0,0.12,574.3999999999999,14.800000000000002,0.4699999999999998,22.0,0.0379999999999999,0.12,64.0,569.0,618.0,814.0,1012.0,1111.0,0.0,0.0499999999999999,0.0499999999999999,0.7000000000000001,23.69,25.02,17.829999999999995,0.0,-0.14,0.07,488.0,68.89999999999999,7.25,0.7699999999999999,1.0,1.0,1660.1666666666667,0.0610102988956703,-0.0003910064697265,0.0002872422337532,-0.0001281574368476,0.0001313351094722,-5.117477849125862e-05,0.0002553500235079,-3.016740083694458e-05,0.0001397207379341,-0.0001006349921226,-0.0005092769861221,0.6474011628984112,-0.3025023596785748,0.986479022717845,-0.5051290529614219,0.2389953469252637,0.1734558145627309,0.5856428504781748,-0.2423819444901571,0.0129658735944736,0.2499551715638775,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21732.975,17279.0,16974.0,16871.0,-0.6068104159302462,-2.361247757393368,359915.0,10.58,0.14,6.439999999999999,18.88,0.0,15.370000000000005,2.73,2.25,16.389999999999997,10.36,0.0,0.0,71.60000000000001,7.400000000000001,1.0,1.1,55853.0,1.19489207
56025.0,0.86,0.31,0.22,4.700000000000001,0.3799999999999999,0.1299999999999999,0.22,1250.0,0.83,1.0,0.8499999999999998,0.21,0.46,7.200000000000002,0.92,4.1000000000000005,103.0,0.0899999999999999,0.0999999999999999,0.33,230.0,0.24,4.0,0.1599999999999999,3.8,8000.0,4486.0,1320.0,0.11,504.1000000000001,14.300000000000002,0.6399999999999999,33.0,0.0389999999999999,0.1299999999999999,194.0,660.0,665.0,876.0,1129.0,1470.0,0.0,0.0,0.0,0.0,33.92000000000001,24.53,14.080000000000004,0.0,0.42,0.0199999999999999,879.3999999999997,73.10000000000001,7.25,1.4399999999999995,1.0,0.0,9406.0,0.0431002787691342,-3.825128078460693e-05,-0.0002012476325035,0.0002196058630942,0.0001528635621069,-0.0001980899833141,-0.000158281996846,9.97781753540039e-05,-0.0001137927174568,2.660602331161499e-05,0.0001088678836822,0.0894463677610045,-0.4200843034495246,-0.3198093095228821,-0.3330714385800468,0.6218677858375931,0.3155841611445638,-0.2765240510447447,0.0661342630094289,-0.1433167430466782,-0.3459832761671419,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21732.975,75477.0,82218.0,80815.0,-1.7064389792989372,7.072353167190003,4818428.0,0.0899999999999999,0.0,6.849999999999999,7.049999999999998,1.18,14.740000000000002,0.0,0.0,8.909999999999998,0.0,19.84,8.299999999999999,85.79999999999997,14.599999999999996,2.1000000000000005,1.6999999999999995,62168.0,5.784670019999999
6075.0,1.0,0.1699999999999999,0.11,7.599999999999999,0.0799999999999999,0.0899999999999999,0.21,640.0,0.84,0.0,0.3199999999999999,0.25,0.3999999999999999,8.799999999999999,0.8800000000000002,7.099999999999999,62.0,0.5300000000000001,0.07,0.33,110.0,0.1499999999999999,3.899999999999999,0.1299999999999999,3.2,4300.0,2921.0,630.0,0.24,1073.2000000000005,8.700000000000001,0.8800000000000002,8.0,0.0219999999999999,0.0499999999999999,760.0,2447.0,3044.0,3700.0,4756.0,5176.0,1.0,0.1299999999999999,0.0899999999999999,40.55,29.17000000000001,23.229999999999997,18.009999999999998,0.0,1.81,0.07,485.3999999999999,60.20000000000001,15.0,2.16,0.0,2.0,29156.83333333333,0.0492892547232804,-0.0003814250230789,-8.258968591690063e-05,0.0002621300518512,0.0002699494361876,-0.0001562936231493,-0.0001541506499052,2.9131770133972168e-05,5.6974589824676514e-05,-0.0001668483018875,-0.0002364367246627,1.71299960150532,0.4427781725505645,-0.3194519994340293,0.3030613268881861,-0.8078556093272996,0.2885155572089949,0.2554653924347801,0.2018348398445491,-0.4200923947093574,-0.1948844898980855,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21732.975,805519.0,863237.0,866606.0,0.3902752083147502,7.583557929732261,200484675.0,0.0,0.0,2.6000000000000005,2.27,21.5,20.88,3.96,5.14,7.540000000000002,0.0,0.0,23.64,89.5,35.0,34.2,7.099999999999999,119136.0,18.010630799999994
13321.0,0.5199999999999999,0.4400000000000001,0.23,9.7,0.0799999999999999,0.3199999999999999,0.43,10120.0,0.8699999999999998,0.0,0.86,0.1599999999999999,0.3999999999999999,7.400000000000001,0.83,4.299999999999999,90.0,0.4400000000000001,0.1299999999999999,0.43,10120.0,0.3399999999999999,4.799999999999999,0.23,4.700000000000001,10600.0,5796.0,2900.0,0.14,443.1999999999999,7.900000000000001,0.4400000000000001,35.0,0.0389999999999999,0.1799999999999999,419.0,668.0,690.0,814.0,1054.0,1215.0,0.0,0.06,0.06,9.340000000000002,27.040000000000003,20.47,12.39,0.0,-0.66,0.06,491.8999999999999,66.10000000000001,7.25,1.6400000000000003,1.0,0.0,3992.75,0.0458676180706084,8.697062730789185e-05,-0.0002801865339279,0.0006050914525984,8.609890937805176e-05,-0.0001195860095322,-0.0004326775670051,-4.041939973831177e-06,-0.0001750588417052,-3.9458274841308594e-05,0.0003349483013152,-0.3855738472200358,-0.6341086429773044,-0.0735432539081488,-0.3120067949258521,-0.1142050631933338,0.0303160493647903,-0.0679780765098928,-0.3136170296092126,-0.4119456510214319,-0.2312273158967131,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21732.975,21692.0,20692.0,19972.0,-3.4796056446936,-7.929190484971415,299768.0,11.78,0.0,8.06,3.770000000000001,0.0,25.97,5.829999999999999,2.64,17.170000000000005,11.78,0.0,0.0,73.0,6.4,1.8000000000000005,0.9000000000000002,50913.0,0.886403853
27167.0,0.62,0.33,0.1899999999999999,5.700000000000002,0.25,0.11,0.23,3100.0,0.92,0.0,0.8100000000000004,0.24,0.54,8.599999999999998,0.9499999999999998,4.0,70.0,0.24,0.0499999999999999,0.4900000000000001,440.0,0.33,3.8,0.1299999999999999,3.399999999999999,7800.0,7302.0,,0.0799999999999999,332.1,14.400000000000004,0.7999999999999999,10.0,0.034,0.0399999999999999,101.0,484.0,557.0,734.0,1050.0,1271.0,0.0,0.0999999999999999,0.0999999999999999,20.270000000000003,29.930000000000003,19.97,23.28,1.0,0.2599999999999999,0.0499999999999999,538.8000000000001,70.70000000000002,10.33,1.6099999999999997,0.0,0.0,761.8333333333334,0.0541998262765943,3.682076930999756e-05,9.47713851928711e-06,-0.0001232251524925,7.756799459457397e-05,-5.7470519095659256e-05,-0.0001258756965397,-8.949264883995056e-05,8.99285078048706e-06,-4.958361387252808e-05,-0.0001497566699981,1.7878060055446847,0.3951344658310836,0.059014501721779,-0.6357892765566128,0.1559044001194039,-0.3679178217647224,0.0925102724404259,-0.1226700177805182,0.2722698556054932,0.0556708694164986,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21732.975,6591.0,6369.0,6161.0,-3.2658188098602614,-6.524047944166285,277744.0,27.199999999999992,0.0,2.5,1.2100000000000002,0.6100000000000001,18.329999999999995,7.599999999999999,0.8100000000000004,8.78,0.0,0.0,1.8000000000000005,77.79999999999998,18.6,1.1,2.2,56829.0,3.28638502
42009.0,0.62,0.31,0.24,8.700000000000001,0.1999999999999999,0.14,0.1499999999999999,2180.0,0.86,1.0,0.8100000000000004,0.1999999999999999,0.3799999999999999,8.400000000000002,0.8800000000000002,4.200000000000001,99.0,0.35,0.06,0.4400000000000001,750.0,0.27,5.200000000000001,0.1899999999999999,4.5,8300.0,3735.0,4010.0,0.11,130.0,18.300000000000004,0.4800000000000001,20.0,0.0469999999999999,0.07,80.0,588.0,610.0,746.0,962.0,1065.0,0.0,0.07,0.1699999999999999,0.0,28.61000000000001,17.47,23.74000000000001,1.0,0.0,0.07,438.8999999999999,66.60000000000001,7.25,1.5500000000000005,0.0,0.0,9523.0,0.0532906114520084,-0.0002038851380348,-3.205239772796631e-05,-0.0007090717554092,6.935372948646545e-05,2.892967313528061e-05,4.5338645577430725e-05,-5.904212594032288e-05,0.0001724958419799,-5.235522985458374e-05,-0.0005890578031538,1.8134194980926104,0.3643776745598399,-0.2125058685780353,-0.2281305661600172,0.1913549639786161,-0.079747556747528,-0.4310417259010748,-0.0599591917417856,-0.0231342551708164,-0.3001335820493037,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21732.975,49697.0,48748.0,47817.0,-1.909821941412981,-3.782924522606999,1449288.0,3.2199999999999998,0.31,8.450000000000001,20.03,2.4200000000000004,15.169999999999996,6.63,3.149999999999999,9.53,3.4500000000000006,11.379999999999995,22.6,77.20000000000002,9.400000000000002,0.7999999999999999,0.7999999999999999,51531.0,2.089352109999999
18011.0,0.7699999999999999,0.27,0.1699999999999999,9.7,0.1599999999999999,0.06,0.1499999999999999,2120.0,0.8699999999999998,1.0,0.84,0.21,0.59,9.0,0.9399999999999996,4.200000000000001,71.0,0.4100000000000001,0.07,0.4500000000000001,880.0,0.21,4.0,0.1299999999999999,3.2,6100.0,3542.0,470.0,0.0999999999999999,223.09999999999997,11.8,0.7999999999999999,12.0,0.0249999999999999,0.07,187.0,722.0,831.0,1007.0,1329.0,1548.0,0.0,0.0499999999999999,0.0499999999999999,0.7000000000000001,23.69,25.02,17.829999999999995,0.0,-0.14,0.07,488.0,68.89999999999999,7.25,0.7699999999999999,1.0,1.0,6262.333333333333,0.0557970170870614,-7.691234350204468e-05,-0.0001468136906622,9.916722774505615e-06,5.338340997695923e-05,-7.576029747724533e-05,-0.0001028962433338,4.615262150764465e-05,5.739927291870117e-05,-3.4518539905548096e-05,-8.96751880645752e-05,1.789324757713896,0.1523661335311925,-0.1383035798138312,-0.0793368355545507,0.0248618623989913,-0.0919409523703884,0.0140631908560865,-0.0311411449558349,-0.0702771753102935,0.0250944166792487,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21732.975,56924.0,63080.0,69347.0,9.935003170577046,21.823835289157472,3805313.0,1.53,0.0,7.209999999999998,11.82,3.4500000000000006,12.400000000000004,4.380000000000001,2.45,7.829999999999999,1.49,17.03,15.379999999999995,89.5,30.899999999999995,4.6000000000000005,1.9,89444.0,8.439815710000001
55097.0,0.8100000000000004,0.29,0.1799999999999999,7.299999999999998,0.35,0.11,0.1799999999999999,1420.0,0.91,1.0,0.7999999999999999,0.2800000000000001,0.5700000000000001,8.700000000000001,0.9399999999999996,4.200000000000001,53.0,0.1999999999999999,0.07,0.5499999999999999,800.0,0.1799999999999999,4.0,0.1499999999999999,3.899999999999999,4500.0,3411.0,2220.0,0.1299999999999999,339.1,11.7,0.7300000000000001,9.0,0.033,0.06,113.0,573.0,659.0,869.0,1093.0,1178.0,0.0,0.0799999999999999,0.0799999999999999,13.14,32.31,20.29,14.94,0.0,-1.53,0.0399999999999999,483.1000000000001,71.20000000000002,7.25,1.7399999999999995,1.0,1.0,5503.5,0.0531753666208171,0.0002159401774405,-0.0001811012625693,-0.0006679259240627,0.0001428835093975,-0.000206318218261,-0.0004934854805469,-3.46451997756958e-05,9.313970804214478e-05,-4.963576793670654e-05,-0.0004599541425704,-0.7234638858987602,0.0831333694231841,-0.0585582812793456,0.6380185406447582,0.4948461690279544,-0.3555616806014758,-0.2015354535872111,0.3934850127146496,0.1407958185650631,0.1325259661415414,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,21732.975,70025.0,70544.0,71032.0,0.6917668405534133,1.438057836486969,3818910.0,3.1700000000000004,0.1299999999999999,7.290000000000002,12.870000000000005,0.91,36.09000000000001,6.519999999999997,2.26,9.64,3.229999999999999,4.9,13.81,87.20000000000003,23.4,4.0,1.3000000000000005,60316.0,2.62147802
21017.0,0.7199999999999999,0.33,0.25,8.799999999999999,0.24,0.1999999999999999,0.25,1410.0,0.8499999999999998,1.0,0.8100000000000004,0.1599999999999999,0.54,7.400000000000001,0.84,4.4,99.0,0.37,0.0799999999999999,0.43,900.0,0.29,5.200000000000001,0.23,5.1000000000000005,10200.0,5669.0,1440.0,0.1299999999999999,384.4,9.900000000000002,0.5499999999999999,28.0,0.0379999999999999,0.0799999999999999,127.0,677.0,783.0,978.0,1349.0,1645.0,0.0,0.07,0.07,1.8500000000000003,20.28,20.73,19.710000000000004,1.0,0.07,0.07,543.0,66.5,7.25,1.1299999999999997,1.0,0.0,1892.5,0.0558188563528674,5.653500556945801e-05,-0.0002118498086929,0.0001139044761656,6.900355219841003e-05,-0.0001232037320733,-0.000315872952342,-2.115592360496521e-05,7.61374831199646e-05,-0.0001092478632926,-1.417100429534912e-05,-0.7705612756578727,0.1753518177660758,-0.2355872664995151,0.5635178211875813,0.3985208761015433,-0.3155229412800806,-0.1099616306131372,0.019621979302324,0.4290883384141309,0.0060159214595053,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,21732.975,19965.0,20159.0,19901.0,-1.2798253881640955,-0.3205609817180064,867452.0,36.63,0.11,9.010000000000002,15.159999999999998,1.0299999999999998,12.36,4.53,2.51,6.510000000000001,36.88999999999999,0.0,16.099999999999998,79.10000000000001,13.5,4.700000000000001,1.0,47024.0,2.64284796
29117.0,0.7400000000000001,0.37,0.23,7.5,0.29,0.1999999999999999,0.31,1520.0,0.84,0.0,0.8200000000000002,0.1699999999999999,0.5099999999999999,7.799999999999998,0.8699999999999998,4.299999999999999,95.0,0.1799999999999999,0.0899999999999999,0.3799999999999999,1380.0,0.27,5.1000000000000005,0.21,4.700000000000001,7500.0,4380.0,1260.0,0.11,382.3000000000001,12.5,0.5099999999999999,30.0,0.0249999999999999,0.12,218.0,510.0,561.0,739.0,919.0,1002.0,0.0,0.06,0.0499999999999999,12.75,23.229999999999997,23.44,12.7,0.0,1.0399999999999998,0.0899999999999999,515.3999999999999,64.39999999999999,11.150000000000004,1.6499999999999997,0.0,3.0,3305.75,0.0456005575086707,-0.0001524686813354,-0.0001270473003387,0.0003237947821617,7.896870374679565e-05,-7.98255205154419e-05,-0.000212064012885,1.87605619430542e-05,1.4565885066986084e-05,-9.070336818695068e-05,-5.213916301727295e-05,-0.6436418253218471,-0.5938518492983587,0.0795483266516451,0.3456705625310837,-0.1386494973009084,0.0190952556263311,-0.575881683590649,-0.0826221485585,-0.0927108739618034,-0.093605581873338,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,21732.975,15128.0,14943.0,14413.0,-3.546811215953958,-4.726335272342675,532277.0,12.94,0.0,11.039999999999996,10.789999999999996,0.9399999999999996,13.069999999999997,9.57,1.9499999999999995,14.72,0.0,0.0,11.82,68.5,12.599999999999996,0.7999999999999999,2.0,50818.0,1.85185188
