Average Workers_Compensation_Costs_(per $100 of payroll),Debt_Service_as_a_Share_of_Tax_Revenue,Estate_Inheritance_Tax_Levied_Flag,GPT_OH_Government_Support,GPT_OH_Large_Customer_Base,GPT_OH_Limited_Financing,GPT_OH_Limited_Tech_n_Infra,GPT_OH_Low_Cost_of_Living,GPT_OH_Low_Pop_Bad_Weather,GPT_OH_Natural_Resources,GPT_OH_Supportive_Community,GPT_OH_Tough_Labor_Market,GPT_OH_Unfavorable_Location,GPT_OH_Various_Downsides,GPT_PCA_dim0,GPT_PCA_dim1,GPT_PCA_dim2,GPT_PCA_dim3,GPT_PCA_dim4,GPT_PCA_dim5,GPT_PCA_dim6,GPT_PCA_dim7,GPT_PCA_dim8,GPT_PCA_dim9,Prev_Yr_Agri_Pct_GDP,Prev_Yr_EduS_Pct_GDP,Prev_Yr_EntS_Pct_GDP,Prev_Yr_FinS_Pct_GDP,Prev_Yr_GoTr_Pct_GDP,Prev_Yr_Gvmt_Pct_GDP,Prev_Yr_Info_Pct_GDP,Prev_Yr_Manu_Pct_GDP,Prev_Yr_Mine_Pct_GDP,Prev_Yr_Retl_Pct_GDP,"Property_Tax_Burden_(per $1,000 of personal income)","Public_Employees_Per_10,000_of_Population_(full-time equivalent)",Recently_Legislated_Tax_Changes,"Remaining_Tax_Burden(per $1,000 of personal income)","Sales_Tax_Burden(per $1,000 of personal income)","State_Liability_System_Survey_(tort litigation treatment, judicial impartiality, etc.)",State_Minimum_Wage_(federal floor is $7.25),Tax_Expenditure_Limits,Top_Marginal_Personal_Income_Tax_Rate,coastline_flag,gpt_ae_pca_0,gpt_ae_pca_1,gpt_ae_pca_2,health_social_pca_0,health_social_pca_1,health_social_pca_2,health_social_pca_3,health_social_pca_4,health_social_pca_5,microbusiness_density,pop_10yr_pct_chg,population_2020,prev_year_access_to_exercise_opportunities,prev_year_adult_obesity,prev_year_air_pollution_particulate_matter,prev_year_alcohol_impaired_driving_deaths,prev_year_dentists,prev_year_diabetes_monitoring,prev_year_drinking_water_violations,prev_year_driving_alone_to_work,prev_year_flu_vaccinations,prev_year_injury_deaths,prev_year_long_commute_driving_alone,prev_year_mental_health_providers,prev_year_preventable_hospital_stays,prev_year_primary_care_physicians,prev_year_severe_housing_problems,prev_year_social_associations,prev_year_uninsured,prev_year_violent_crime,prev_yr_rent_50_2,two_yrs_prior_pct_it_workers
0.7699999999999999,0.07,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6474011628984112,-0.3025023596785748,0.986479022717845,-0.5051290529614219,0.2389953469252637,0.1734558145627309,0.5856428504781748,-0.2423819444901571,0.0129658735944736,0.2499551715638775,2.3589654264301534,1.0043016091968684,0.8109302162163288,2.7324175575505047,-inf,2.796671392755738,-inf,2.9381031607173544,-1.9661128563728327,1.8625285401162621,23.69,488.0,-0.14,17.829999999999995,25.02,68.89999999999999,7.25,1.0,0.0499999999999999,0.0,3.467616093649937,-0.7810442151813436,-1.705426477538207,1.3584533814010278,-1.983699409649548,0.0114643345693936,-0.5485341013684085,-0.1085347908067788,-0.0405120595169104,0.17805586331292686,-2.361247757393368,9.733351450605975,0.3399999999999999,0.35,8.700000000000001,0.21,8.639410824140487,0.8499999999999998,1.0,0.7999999999999999,0.5,4.07753744390572,0.4500000000000001,7.432483807917119,4726.0,8.349957272040324,-2.120263536200091,14.800000000000002,0.12,4.1588830833596715,6.70196036600254,0.09531017980432493
1.4399999999999995,0.0199999999999999,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0894463677610045,-0.4200843034495246,-0.3198093095228821,-0.3330714385800468,0.6218677858375931,0.3155841611445638,-0.2765240510447447,0.0661342630094289,-0.1433167430466782,-0.3459832761671419,-2.407945608651873,-inf,-inf,2.690564886761191,2.987700101856727,2.1871742414827176,0.16551443847757333,1.953027616824177,-inf,1.9242486522741338,33.92000000000001,879.3999999999997,0.42,14.080000000000004,24.53,73.10000000000001,7.25,0.0,0.0,0.0,-1.8633703509538984,-0.062424524735213,-1.3451313012603254,-1.3498491995499622,0.2473086294776258,0.5606998350585339,0.8951298897005289,-0.1791820717744242,-0.8880992342150672,1.7552113183964626,7.072353167190003,11.29991787084391,0.86,0.31,4.700000000000001,0.3799999999999999,7.1308988302963465,0.83,1.0,0.8499999999999998,0.46,4.634728988229636,0.0899999999999999,5.438079308923196,4486.0,7.1853870155804165,-2.2072749131897207,14.300000000000002,0.1299999999999999,5.267858159063328,6.775366090936392,0.5306282510621702
2.16,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.71299960150532,0.4427781725505645,-0.3194519994340293,0.3030613268881861,-0.8078556093272996,0.2885155572089949,0.2554653924347801,0.2018348398445491,-0.4200923947093574,-0.1948844898980855,-inf,1.3762440252663892,1.6370530794670737,3.038791763014438,-inf,2.020222182019865,3.068052935133617,0.8197798314933114,-inf,0.9555114450274366,29.17000000000001,485.3999999999999,1.81,18.009999999999998,23.23,60.20000000000001,15.0,2.0,0.1299999999999999,1.0,0.7403154731310968,-1.8229762365375053,-0.4380737952715994,-6.248363695710164,3.9811249404213096,2.5565372022438715,-0.0104112554673437,0.828278781114466,1.2852248117237048,2.8909621835606227,7.583557929732261,13.672339711873487,1.0,0.1699999999999999,7.599999999999999,0.0799999999999999,6.461468176353717,0.84,0.0,0.3199999999999999,0.3999999999999999,4.127134385045092,0.5300000000000001,4.700480365792417,2921.0,6.4457198193855785,-1.4271163556401458,8.700000000000001,0.0499999999999999,6.633318433280377,8.216088098632316,1.9600947840472696
1.6400000000000003,0.06,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3855738472200358,-0.6341086429773044,-0.0735432539081488,-0.3120067949258521,-0.1142050631933338,0.0303160493647903,-0.0679780765098928,-0.3136170296092126,-0.4119456510214319,-0.2312273158967131,2.4664031782234406,1.7630170003624008,0.9707789171582248,3.256942025674657,-inf,2.8431636749093845,-inf,1.3270750014599197,-inf,2.086913556518537,27.040000000000003,491.8999999999999,-0.66,12.39,20.47,66.10000000000001,7.25,0.0,0.06,0.0,-2.559527859333361,-0.7415544354015571,0.3265759369894672,3.29726687310321,0.6802510396948515,-0.5231537799329168,-0.5307910276397246,-2.1405196244826743,0.4270863322829413,-0.12058261620253607,-7.929190484971415,9.902086571620499,0.5199999999999999,0.4400000000000001,9.7,0.0799999999999999,9.222268942841456,0.8699999999999998,0.0,0.86,0.3999999999999999,4.499809670330265,0.4400000000000001,9.222268942841456,5796.0,7.9724660159745655,-1.9661128563728327,7.900000000000001,0.1799999999999999,6.037870919922137,6.70196036600254,-0.10536051565782603
1.6099999999999997,0.0499999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7878060055446847,0.3951344658310836,0.059014501721779,-0.6357892765566128,0.1559044001194039,-0.3679178217647224,0.0925102724404259,-0.1226700177805182,0.2722698556054932,0.0556708694164986,3.3032169733019514,2.028148247292285,-0.21072103131565212,2.9085390618516134,-inf,2.172476407647025,-0.49429632181477995,0.19062035960864987,-inf,0.9162907318741551,29.930000000000003,538.8000000000001,0.2599999999999999,23.28,19.97,70.70000000000002,10.33,0.0,0.0999999999999999,0.0,0.79575104329441,0.3135218861720962,0.2338017145483836,-3.692465365484409,-0.4089925724487152,-2.0438647988727965,0.3628065517573262,-0.2543256523968595,-0.5443082947411785,1.189788182562551,-6.524047944166285,8.725994381014571,0.62,0.33,5.700000000000002,0.25,8.039157390473237,0.92,0.0,0.8100000000000004,0.54,4.248495242049359,0.24,6.0867747269123065,7302.0,7.946617563244473,-2.5257286443082565,14.400000000000004,0.0399999999999999,4.61512051684126,6.598509028614515,0.7884573603642703
1.5500000000000005,0.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8134194980926104,0.3643776745598399,-0.2125058685780353,-0.2281305661600172,0.1913549639786161,-0.079747556747528,-0.4310417259010748,-0.0599591917417856,-0.0231342551708164,-0.3001335820493037,1.169381359556317,1.891604804197771,1.1474024528375413,2.7193197933604405,2.4318574286981844,2.254444717666111,0.8837675401685952,2.997231149677727,-1.171182981502945,2.1341664413690826,28.61000000000001,438.8999999999999,0.0,23.74000000000001,17.47,66.60000000000001,7.25,0.0,0.07,0.0,2.894445949309318,1.2460617284969864,-0.469499139069358,-0.1427567505206046,-2.025004579520981,-0.5879423318221085,-0.9366753403093252,0.9361767886896006,0.2246614479863411,0.7368540227029593,-3.782924522606999,10.775136503787163,0.62,0.31,8.700000000000001,0.1999999999999999,7.687080155783135,0.86,1.0,0.8100000000000004,0.3799999999999999,4.59511985013459,0.35,6.620073206530356,3735.0,8.296546520300614,-2.2072749131897207,18.300000000000004,0.07,4.382026634673881,6.61472560020376,-0.22314355131420985
0.7699999999999999,0.07,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.789324757713896,0.1523661335311925,-0.1383035798138312,-0.0793368355545507,0.0248618623989913,-0.0919409523703884,0.0140631908560865,-0.0311411449558349,-0.0702771753102935,0.0250944166792487,0.4252677354043441,1.477048724388355,0.8960880245566357,2.5176964726109916,2.834976494674597,2.0579625100027115,1.2383742310432686,2.469793011977952,-inf,1.9754689512968575,23.69,488.0,-0.14,17.829999999999995,25.02,68.89999999999999,7.25,1.0,0.0499999999999999,0.0,0.0249217971454815,0.3118207205798952,-0.8454856950750342,-5.670423498531333,1.0982310336321215,0.8252097497865187,-0.6019379004890321,-0.2114807592092149,-0.6131454692460849,2.132960473061415,21.823835289157472,11.146878165975275,0.7699999999999999,0.27,9.7,0.1599999999999999,7.659171367666058,0.8699999999999998,1.0,0.84,0.59,4.2626798770413155,0.4100000000000001,6.779921907472252,3542.0,6.152732694704104,-2.302585092994047,11.8,0.07,5.231108616854587,6.914730892718563,0.6418538861723947
1.7399999999999995,0.0399999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7234638858987602,0.0831333694231841,-0.0585582812793456,0.6380185406447582,0.4948461690279544,-0.3555616806014758,-0.2015354535872111,0.3934850127146496,0.1407958185650631,0.1325259661415414,1.1537315878891894,1.874874375938561,0.8153648132841944,3.5860158186546975,1.589235205116581,2.265921108622454,-0.09431067947124129,2.5548990216080356,-2.0402208285265555,1.9865035460205671,32.31,483.1000000000001,-1.53,14.94,20.29,71.20000000000002,7.25,1.0,0.0799999999999999,0.0,-0.295469062452902,1.55864062122032,1.745309655770216,-4.818741742252375,0.3891575185277458,-1.3607756231498611,-0.2669731123654382,0.7163201577413598,1.012620747368475,0.9637382884826167,1.438057836486969,11.170885758712163,0.8100000000000004,0.29,7.299999999999998,0.35,7.258412150595307,0.91,1.0,0.7999999999999999,0.5700000000000001,3.970291913552122,0.1999999999999999,6.684611727667927,3411.0,7.705262474866325,-2.0402208285265555,11.7,0.06,4.727387818712341,6.767343125265392,0.26236426446749145
1.1299999999999997,0.07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7705612756578727,0.1753518177660758,-0.2355872664995151,0.5635178211875813,0.3985208761015433,-0.3155229412800806,-0.1099616306131372,0.019621979302324,0.4290883384141309,0.0060159214595053,3.6008675767907232,1.5107219394949427,0.9202827531436925,2.514465452029545,-inf,1.873339456220478,0.029558802241544214,2.7186603802142253,-2.2072749131897207,2.1983350716202468,20.28,543.0,0.07,19.710000000000004,20.73,66.5,7.25,0.0,0.07,0.0,-0.5018713799066917,-0.1635762096336258,0.8957680432558609,1.5526649566173547,-0.5398649055629425,0.0016512611026212,-0.9085840019150104,-0.1452742168467543,-0.4617916924936555,0.9718571084283348,-0.3205609817180064,9.898525260706313,0.7199999999999999,0.33,8.799999999999999,0.24,7.251344983372214,0.8499999999999998,1.0,0.8100000000000004,0.54,4.59511985013459,0.37,6.802394763324311,5669.0,7.272398392570047,-2.0402208285265555,9.900000000000002,0.0799999999999999,4.844187086458591,6.885509670034818,0.0
1.6499999999999997,0.0899999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6436418253218471,-0.5938518492983587,0.0795483266516451,0.3456705625310837,-0.1386494973009084,0.0190952556263311,-0.575881683590649,-0.0826221485585,-0.0927108739618034,-0.093605581873338,2.5603232890727545,2.258633205464863,0.6678293725756552,2.5703195276361304,-inf,2.6892071133007303,-0.06187540371808788,2.3786197792700428,-inf,2.401525040848949,23.23,515.3999999999999,1.0399999999999998,12.7,23.44,64.39999999999999,11.150000000000004,3.0,0.06,0.0,-0.1192964802989028,-0.7789769846195432,-0.4129673626774354,1.0867354889424188,-0.4358112359151561,0.2851695094437012,-0.2842558225418657,-1.083233930864378,0.3752131669961791,0.6161861546238168,-4.726335272342675,9.575885856083103,0.7400000000000001,0.37,7.5,0.29,7.326465613840322,0.84,0.0,0.8200000000000002,0.5099999999999999,4.553876891600541,0.1799999999999999,7.22983877815125,4380.0,7.138866999945524,-2.2072749131897207,12.5,0.12,5.384495062789089,6.6052979209482015,0.6931471805599453
