Average Workers_Compensation_Costs_(per $100 of payroll),Debt_Service_as_a_Share_of_Tax_Revenue,Estate_Inheritance_Tax_Levied_Flag,GPT_OH_Government_Support,GPT_OH_Large_Customer_Base,GPT_OH_Limited_Financing,GPT_OH_Limited_Tech_n_Infra,GPT_OH_Low_Cost_of_Living,GPT_OH_Low_Pop_Bad_Weather,GPT_OH_Natural_Resources,GPT_OH_Supportive_Community,GPT_OH_Tough_Labor_Market,GPT_OH_Unfavorable_Location,GPT_OH_Various_Downsides,GPT_PCA_dim0,GPT_PCA_dim1,GPT_PCA_dim2,GPT_PCA_dim3,GPT_PCA_dim4,GPT_PCA_dim5,GPT_PCA_dim6,GPT_PCA_dim7,GPT_PCA_dim8,GPT_PCA_dim9,Prev_Yr_Agri_Pct_GDP_log,Prev_Yr_EduS_Pct_GDP_log,Prev_Yr_EntS_Pct_GDP_log,Prev_Yr_FinS_Pct_GDP_log,Prev_Yr_GoTr_Pct_GDP_log,Prev_Yr_Gvmt_Pct_GDP_log,Prev_Yr_Info_Pct_GDP_log,Prev_Yr_Manu_Pct_GDP_log,Prev_Yr_Mine_Pct_GDP_log,Prev_Yr_Retl_Pct_GDP_log,"Property_Tax_Burden_(per $1,000 of personal income)","Public_Employees_Per_10,000_of_Population_(full-time equivalent)",Recently_Legislated_Tax_Changes,"Remaining_Tax_Burden(per $1,000 of personal income)","Sales_Tax_Burden(per $1,000 of personal income)","State_Liability_System_Survey_(tort litigation treatment, judicial impartiality, etc.)",State_Minimum_Wage_(federal floor is $7.25),Tax_Expenditure_Limits,Top_Marginal_Personal_Income_Tax_Rate,coastline_flag,gpt_ae_pca_0,gpt_ae_pca_1,gpt_ae_pca_2,health_social_pca_0,health_social_pca_1,health_social_pca_2,health_social_pca_3,health_social_pca_4,health_social_pca_5,pop_10yr_pct_chg,prev_year_access_to_exercise_opportunities,prev_year_adult_obesity,prev_year_air_pollution_particulate_matter,prev_year_alcohol_impaired_driving_deaths,prev_year_dentists_log,prev_year_diabetes_monitoring,prev_year_drinking_water_violations,prev_year_driving_alone_to_work,prev_year_flu_vaccinations,prev_year_injury_deaths_log,prev_year_long_commute_driving_alone,prev_year_mental_health_providers_log,prev_year_preventable_hospital_stays_log,prev_year_primary_care_physicians_log,prev_year_severe_housing_problems_log,prev_year_social_associations,prev_year_uninsured,prev_year_violent_crime_log,prev_yr_rent_50_2_log,two_yrs_prior_pct_it_workers_log,population_2020_log,microbusiness_density
0.7699999999999999,0.07,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6474011628984112,-0.3025023596785748,0.986479022717845,-0.5051290529614219,0.2389953469252637,0.1734558145627309,0.5856428504781748,-0.2423819444901571,0.0129658735944736,0.2499551715638775,2.449279472144849,1.3164082336557241,1.1786549963416462,2.795450391383044,0.0,2.8558953283661914,0.0,2.989714201228428,0.1310282624064042,2.006870848845,23.69,488.0,-0.14,17.829999999999995,25.02,68.89999999999999,7.25,1.0,0.0499999999999999,0.0,3.467616093649937,-0.7810442151813436,-1.705426477538207,1.3584533814010278,-1.983699409649548,0.0114643345693936,-0.5485341013684085,-0.1085347908067788,-0.0405120595169104,-2.361247757393368,0.3399999999999999,0.35,8.700000000000001,0.21,8.639587799629844,0.8499999999999998,1.0,0.7999999999999999,0.5,4.0943445622221,0.4500000000000001,7.43307534889858,8.461046030793236,8.350193650720067,0.11332868530700327,14.800000000000002,0.12,4.174387269895637,6.703188113240863,0.7419373447293773,9.733410722158611,1.19489207
1.4399999999999995,0.0199999999999999,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0894463677610045,-0.4200843034495246,-0.3198093095228821,-0.3330714385800468,0.6218677858375931,0.3155841611445638,-0.2765240510447447,0.0661342630094289,-0.1433167430466782,-0.3459832761671419,0.0861776962410522,0.0,0.0,2.756205242989257,3.0368742168851663,2.2935443483418965,0.7793248768009975,2.085672091430472,0.0,2.060513531794317,33.92000000000001,879.3999999999997,0.42,14.080000000000004,24.53,73.10000000000001,7.25,0.0,0.0,0.0,-1.8633703509538984,-0.062424524735213,-1.3451313012603254,-1.3498491995499622,0.2473086294776258,0.5606998350585339,0.8951298897005289,-0.1791820717744242,-0.8880992342150672,7.072353167190003,0.86,0.31,4.700000000000001,0.3799999999999999,7.1316985104669115,0.83,1.0,0.8499999999999998,0.46,4.6443908991413725,0.0899999999999999,5.442417710521793,8.408939605975984,7.186144304522325,0.10436001532424286,14.300000000000002,0.1299999999999999,5.272999558563747,6.776506992372183,0.9932517730102831,11.299930244707834,5.784670019999999
2.16,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.71299960150532,0.4427781725505645,-0.3194519994340293,0.3030613268881861,-0.8078556093272996,0.2885155572089949,0.2554653924347801,0.2018348398445491,-0.4200923947093574,-0.1948844898980855,0.0,1.601405740736836,1.814824742159051,3.0855729775537806,0.0,2.144761007800479,3.1135153092103742,1.184789984909162,0.0,1.2809338454620645,29.17000000000001,485.3999999999999,1.81,18.009999999999998,23.23,60.20000000000001,15.0,2.0,0.1299999999999999,1.0,0.7403154731310968,-1.8229762365375055,-0.4380737952715994,-6.248363695710164,3.9811249404213096,2.5565372022438715,-0.0104112554673437,0.828278781114466,1.2852248117237048,7.583557929732261,1.0,0.1699999999999999,7.599999999999999,0.0799999999999999,6.46302945692067,0.84,0.0,0.3199999999999999,0.3999999999999999,4.143134726391533,0.5300000000000001,4.709530201312334,7.980023592310645,6.447305862541213,0.2151113796169455,8.700000000000001,0.0499999999999999,6.634633357861686,8.216358332386156,2.091864061678393,13.67234086579975,18.010630799999994
1.6400000000000003,0.06,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3855738472200358,-0.6341086429773044,-0.0735432539081488,-0.3120067949258521,-0.1142050631933338,0.0303160493647903,-0.0679780765098928,-0.3136170296092126,-0.4119456510214319,-0.2312273158967131,2.5478814489493886,1.9213246735826985,1.2919836816486494,3.2947251371516386,0.0,2.8997718824080803,0.0,1.5623463049002502,0.0,2.203869120054888,27.040000000000003,491.8999999999999,-0.66,12.39,20.47,66.10000000000001,7.25,0.0,0.06,0.0,-2.559527859333361,-0.7415544354015571,0.3265759369894672,3.29726687310321,0.6802510396948515,-0.5231537799329168,-0.5307910276397246,-2.1405196244826743,0.4270863322829413,-7.929190484971415,0.5199999999999999,0.4400000000000001,9.7,0.0799999999999999,9.222367752188902,0.8699999999999998,0.0,0.86,0.3999999999999999,4.51085950651685,0.4400000000000001,9.222367752188902,8.665095821339733,7.972810784121404,0.1310282624064042,7.900000000000001,0.1799999999999999,6.040254711277414,6.703188113240863,0.6418538861723949,9.902136640465171,0.886403853
1.6099999999999997,0.0499999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7878060055446847,0.3951344658310836,0.059014501721779,-0.6357892765566128,0.1559044001194039,-0.3679178217647224,0.0925102724404259,-0.1226700177805182,0.2722698556054932,0.0556708694164986,3.3393219779440675,2.151762203259462,0.5933268452777346,2.961658293220239,0.0,2.280339484046726,0.4762341789963717,0.7929925155296614,0.0,1.252762968495368,29.930000000000003,538.8000000000001,0.2599999999999999,23.28,19.97,70.70000000000002,10.33,0.0,0.0999999999999999,0.0,0.79575104329441,0.3135218861720962,0.2338017145483836,-3.692465365484409,-0.4089925724487152,-2.0438647988727965,0.3628065517573262,-0.2543256523968595,-0.5443082947411785,-6.524047944166285,0.62,0.33,5.700000000000002,0.25,8.03947991910045,0.92,0.0,0.8100000000000004,0.54,4.2626798770413155,0.24,6.089044875446846,8.89604050162011,7.946971357693591,0.07696104113612819,14.400000000000004,0.0399999999999999,4.624972813284271,6.5998704992128365,1.1631508098056809,8.726156679156613,3.28638502
1.5500000000000005,0.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8134194980926104,0.3643776745598399,-0.2125058685780353,-0.2281305661600172,0.1913549639786161,-0.079747556747528,-0.4310417259010748,-0.0599591917417856,-0.0231342551708164,-0.3001335820493037,1.4398351280479207,2.0320878452963655,1.4231083342426065,2.7831576735890153,2.51608226725645,2.354228326145884,1.2296405510745139,3.0459499897146083,0.2700271372130602,2.2460147415056513,28.61000000000001,438.8999999999999,0.0,23.74000000000001,17.47,66.60000000000001,7.25,0.0,0.07,0.0,2.894445949309318,1.2460617284969864,-0.469499139069358,-0.1427567505206046,-2.025004579520981,-0.5879423318221085,-0.9366753403093252,0.9361767886896006,0.2246614479863411,-3.782924522606999,0.62,0.31,8.700000000000001,0.1999999999999999,7.687538766201629,0.86,1.0,0.8100000000000004,0.3799999999999999,4.605170185988092,0.35,6.621405651764134,8.225770799348734,8.296795865770052,0.10436001532424286,18.300000000000004,0.07,4.394449154672439,6.616065185132817,0.587786664902119,10.77515741663288,2.089352109999999
0.7699999999999999,0.07,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.789324757713896,0.1523661335311925,-0.1383035798138312,-0.0793368355545507,0.0248618623989913,-0.0919409523703884,0.0140631908560865,-0.0311411449558349,-0.0702771753102935,0.0250944166792487,0.928219302739429,1.682688374173693,1.2383742310432684,2.595254706956866,2.8920370372152258,2.1781550146158684,1.492904096178149,2.551006451492524,0.0,2.1053529234643364,23.69,488.0,-0.14,17.829999999999995,25.02,68.89999999999999,7.25,1.0,0.0499999999999999,0.0,0.0249217971454815,0.3118207205798952,-0.8454856950750342,-5.670423498531333,1.0982310336321215,0.8252097497865187,-0.6019379004890321,-0.2114807592092149,-0.6131454692460849,21.823835289157472,0.7699999999999999,0.27,9.7,0.1599999999999999,7.659642954564682,0.8699999999999998,1.0,0.84,0.59,4.276666119016055,0.4100000000000001,6.78105762593618,8.172729104865471,6.154858094016418,0.09531017980432474,11.8,0.07,5.236441962829949,6.915723448631314,1.0647107369924282,11.146892586105778,8.439815710000001
1.7399999999999995,0.0399999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7234638858987602,0.0831333694231841,-0.0585582812793456,0.6380185406447582,0.4948461690279544,-0.3555616806014758,-0.2015354535872111,0.3934850127146496,0.1407958185650631,0.1325259661415414,1.4279160358107101,2.017566137961748,1.1817271953786161,3.6133473915014998,1.7749523509116738,2.3646204839134985,0.6471032420585385,2.6297282343267407,0.12221763272424911,2.115049969147204,32.31,483.1000000000001,-1.53,14.94,20.29,71.20000000000002,7.25,1.0,0.0799999999999999,0.0,-0.295469062452902,1.55864062122032,1.745309655770216,-4.818741742252375,0.3891575185277458,-1.3607756231498611,-0.2669731123654382,0.7163201577413598,1.012620747368475,1.438057836486969,0.8100000000000004,0.29,7.299999999999998,0.35,7.259116128097101,0.91,1.0,0.7999999999999999,0.5700000000000001,3.9889840465642745,0.1999999999999999,6.68586094706836,8.13505390861157,7.7057128238944275,0.12221763272424911,11.7,0.06,4.736198448394496,6.76849321164863,0.8329091229351043,11.170899836775021,2.62147802
1.1299999999999997,0.07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7705612756578727,0.1753518177660758,-0.2355872664995151,0.5635178211875813,0.3985208761015433,-0.3155229412800806,-0.1099616306131372,0.019621979302324,0.4290883384141309,0.0060159214595053,3.627801604605346,1.7101878155342434,1.2556160374777743,2.5922651681085,0.0,2.0162354657760435,0.7080357930536959,2.782539053092949,0.10436001532424286,2.3035845933271295,20.28,543.0,0.07,19.710000000000004,20.73,66.5,7.25,0.0,0.07,0.0,-0.5018713799066917,-0.1635762096336258,0.8957680432558609,1.5526649566173547,-0.5398649055629425,0.0016512611026212,-0.9085840019150104,-0.1452742168467543,-0.4617916924936555,-0.3205609817180064,0.7199999999999999,0.33,8.799999999999999,0.24,7.252053951852814,0.8499999999999998,1.0,0.8100000000000004,0.54,4.605170185988092,0.37,6.803505257608338,8.642944396721798,7.273092595999522,0.12221763272424911,9.900000000000002,0.0799999999999999,4.852030263919617,6.88653164253051,0.6931471805599453,9.898575508175107,2.64284796
1.6499999999999997,0.0899999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6436418253218471,-0.5938518492983587,0.0795483266516451,0.3456705625310837,-0.1386494973009084,0.0190952556263311,-0.575881683590649,-0.0826221485585,-0.0927108739618034,-0.093605581873338,2.6347624053323777,2.3580197998821464,1.0818051703517282,2.6440448711262974,0.0,2.7549337870010606,0.6626879730752365,2.4672517145492794,0.0,2.488234439880675,23.23,515.3999999999999,1.0399999999999998,12.7,23.44,64.39999999999999,11.150000000000004,3.0,0.06,0.0,-0.1192964802989028,-0.7789769846195432,-0.4129673626774354,1.0867354889424188,-0.4358112359151561,0.2851695094437012,-0.2842558225418657,-1.083233930864378,0.3752131669961791,-4.726335272342675,0.7400000000000001,0.37,7.5,0.29,7.327123292259293,0.84,0.0,0.8200000000000002,0.5099999999999999,4.564348191467836,0.1799999999999999,7.2305631534092925,8.385032287813898,7.13966033596492,0.10436001532424286,12.5,0.12,5.389071729816501,6.606650186198215,1.0986122886681098,9.575955235484386,1.85185188
